Total Run Time,6.125,Early Exit, true
Number of Particles of Type 1,300
Number of Particles of Type 2,0
Number of Particles of Type 3,0
Number of Particles of Type 4,0
Number of Updates,Frame Time,TotalTime,
0,0.015,0.015,
0,0,0.015,
0,0,0.015,
1,0.016,0.031,
2,0.031,0.062,
5,0.078,0.14,
11,0.188,0.328,
24,0.39,0.718,
50,0.844,1.562,
94,1.563,3.125,
-1,3,6.125,
