Total Run Time,4.89,Early Exit, true
Number of Particles of Type 1,150
Number of Particles of Type 2,150
Number of Particles of Type 3,0
Number of Particles of Type 4,0
Number of Updates,Frame Time,TotalTime,
0,0.015,0.015,
0,0,0.015,
0,0,0.015,
0,0,0.015,
1,0.016,0.031,
2,0.031,0.062,
6,0.094,0.156,
16,0.265,0.421,
39,0.657,1.078,
78,1.297,2.375,
-1,2.515,4.89,
