Total Run Time,6.563,Early Exit, true
Number of Particles of Type 1,100
Number of Particles of Type 2,100
Number of Particles of Type 3,100
Number of Particles of Type 4,0
Number of Updates,Frame Time,TotalTime,
0,0.016,0.016,
1,0.016,0.032,
2,0.031,0.063,
5,0.078,0.141,
11,0.188,0.329,
25,0.406,0.735,
51,0.859,1.594,
100,1.672,3.266,
-1,3.297,6.563,
