Total Run Time,10.047,Early Exit, false
Number of Particles of Type 1,100
Number of Particles of Type 2,100
Number of Particles of Type 3,100
Number of Particles of Type 4,0
Number of Updates,Frame Time,TotalTime,
0,0.016,0.016,
0,0.016,0.032,
0,0,0.032,
0,0,0.032,
0,0,0.032,
0,0,0.032,
0,0,0.032,
0,0,0.032,
1,0.015,0.047,
1,0.031,0.078,
1,0.047,0.125,
1,0.032,0.157,
2,0.046,0.203,
2,0.079,0.282,
2,0.078,0.36,
3,0.078,0.438,
3,0.109,0.547,
4,0.125,0.672,
5,0.188,0.86,
6,0.203,1.063,
7,0.219,1.282,
7,0.234,1.516,
7,0.234,1.75,
7,0.235,1.985,
7,0.234,2.219,
7,0.219,2.438,
7,0.234,2.672,
6,0.219,2.891,
6,0.203,3.094,
6,0.188,3.282,
6,0.203,3.485,
6,0.203,3.688,
7,0.219,3.907,
6,0.218,4.125,
6,0.203,4.328,
6,0.188,4.516,
6,0.187,4.703,
6,0.204,4.907,
5,0.187,5.094,
5,0.156,5.25,
5,0.157,5.407,
4,0.156,5.563,
5,0.156,5.719,
5,0.156,5.875,
5,0.172,6.047,
5,0.156,6.203,
5,0.172,6.375,
4,0.157,6.532,
5,0.14,6.672,
4,0.156,6.828,
4,0.125,6.953,
4,0.125,7.078,
4,0.125,7.203,
4,0.141,7.344,
4,0.125,7.469,
3,0.125,7.594,
3,0.094,7.688,
3,0.109,7.797,
3,0.094,7.891,
3,0.094,7.985,
3,0.093,8.078,
3,0.094,8.172,
3,0.11,8.282,
3,0.093,8.375,
3,0.11,8.485,
3,0.093,8.578,
3,0.094,8.672,
2,0.094,8.766,
3,0.078,8.844,
3,0.094,8.938,
2,0.094,9.032,
2,0.062,9.094,
2,0.063,9.157,
3,0.078,9.235,
2,0.093,9.328,
2,0.063,9.391,
2,0.062,9.453,
2,0.063,9.516,
2,0.078,9.594,
2,0.063,9.657,
2,0.062,9.719,
2,0.063,9.782,
2,0.078,9.86,
2,0.062,9.922,
2,0.063,9.985,
2,0.062,10.047,
