Total Run Time,10.016,Early Exit, false
Number of Particles of Type 1,300
Number of Particles of Type 2,0
Number of Particles of Type 3,0
Number of Particles of Type 4,0
Number of Updates,Frame Time,TotalTime,
0,0,0,
0,0.016,0.016,
0,0,0.016,
0,0,0.016,
0,0,0.016,
0,0,0.016,
0,0.016,0.032,
0,0,0.032,
0,0,0.032,
0,0,0.032,
0,0,0.032,
0,0,0.032,
0,0,0.032,
0,0,0.032,
0,0.015,0.047,
0,0,0.047,
0,0,0.047,
0,0,0.047,
0,0,0.047,
0,0,0.047,
0,0,0.047,
0,0,0.047,
0,0,0.047,
0,0,0.047,
0,0.016,0.063,
0,0,0.063,
0,0,0.063,
0,0,0.063,
0,0,0.063,
0,0,0.063,
0,0,0.063,
0,0,0.063,
0,0,0.063,
0,0.016,0.079,
0,0,0.079,
0,0,0.079,
0,0,0.079,
0,0,0.079,
0,0,0.079,
0,0,0.079,
0,0.015,0.094,
0,0,0.094,
0,0,0.094,
0,0,0.094,
0,0,0.094,
0,0,0.094,
0,0,0.094,
0,0,0.094,
0,0,0.094,
1,0.016,0.11,
0,0.031,0.141,
0,0.016,0.157,
0,0,0.157,
0,0,0.157,
0,0,0.157,
0,0.015,0.172,
0,0,0.172,
0,0,0.172,
0,0,0.172,
0,0.016,0.188,
0,0,0.188,
0,0,0.188,
0,0,0.188,
0,0,0.188,
1,0.016,0.204,
0,0.031,0.235,
0,0,0.235,
0,0.015,0.25,
0,0,0.25,
0,0,0.25,
0,0,0.25,
0,0.016,0.266,
0,0,0.266,
0,0,0.266,
0,0.016,0.282,
0,0,0.282,
0,0,0.282,
0,0,0.282,
0,0,0.282,
0,0.015,0.297,
0,0,0.297,
0,0,0.297,
0,0,0.297,
1,0.016,0.313,
0,0.031,0.344,
0,0,0.344,
0,0.016,0.36,
0,0,0.36,
0,0,0.36,
0,0,0.36,
0,0.015,0.375,
0,0,0.375,
0,0,0.375,
0,0,0.375,
0,0.016,0.391,
0,0,0.391,
0,0,0.391,
0,0,0.391,
1,0.016,0.407,
0,0.047,0.454,
0,0,0.454,
0,0.015,0.469,
0,0,0.469,
0,0,0.469,
0,0.016,0.485,
0,0,0.485,
0,0,0.485,
0,0,0.485,
0,0,0.485,
0,0.015,0.5,
0,0,0.5,
0,0,0.5,
0,0,0.5,
1,0.016,0.516,
0,0.047,0.563,
0,0,0.563,
0,0,0.563,
0,0.016,0.579,
0,0,0.579,
0,0,0.579,
0,0.015,0.594,
0,0,0.594,
0,0,0.594,
1,0.016,0.61,
0,0.031,0.641,
0,0,0.641,
0,0,0.641,
0,0.016,0.657,
0,0,0.657,
0,0,0.657,
0,0,0.657,
0,0,0.657,
0,0.015,0.672,
0,0,0.672,
0,0,0.672,
0,0,0.672,
0,0.016,0.688,
0,0,0.688,
0,0,0.688,
1,0.016,0.704,
0,0.031,0.735,
0,0,0.735,
0,0,0.735,
0,0.015,0.75,
0,0,0.75,
0,0,0.75,
0,0,0.75,
0,0.016,0.766,
0,0,0.766,
0,0,0.766,
0,0,0.766,
0,0.016,0.782,
0,0,0.782,
0,0,0.782,
0,0.015,0.797,
0,0,0.797,
0,0,0.797,
1,0.016,0.813,
0,0.031,0.844,
0,0,0.844,
0,0.016,0.86,
0,0,0.86,
0,0,0.86,
0,0,0.86,
0,0.015,0.875,
0,0,0.875,
0,0,0.875,
0,0,0.875,
0,0,0.875,
0,0.016,0.891,
0,0,0.891,
0,0,0.891,
1,0.016,0.907,
0,0.031,0.938,
0,0,0.938,
0,0,0.938,
0,0.016,0.954,
0,0,0.954,
0,0.015,0.969,
0,0,0.969,
0,0,0.969,
0,0.016,0.985,
0,0,0.985,
