Total Run Time,10.063,Early Exit, false
Number of Particles of Type 1,300
Number of Particles of Type 2,0
Number of Particles of Type 3,0
Number of Particles of Type 4,0
Number of Updates,Frame Time,TotalTime,
0,0.016,0.016,
0,0,0.016,
0,0,0.016,
0,0.016,0.032,
0,0,0.032,
0,0,0.032,
0,0,0.032,
0,0,0.032,
0,0,0.032,
0,0,0.032,
1,0.015,0.047,
1,0.032,0.079,
1,0.031,0.11,
1,0.047,0.157,
1,0.031,0.188,
2,0.047,0.235,
1,0.062,0.297,
2,0.047,0.344,
2,0.078,0.422,
3,0.078,0.5,
3,0.11,0.61,
3,0.094,0.704,
4,0.156,0.86,
5,0.172,1.032,
6,0.172,1.204,
6,0.203,1.407,
6,0.203,1.61,
5,0.187,1.797,
6,0.172,1.969,
5,0.188,2.157,
5,0.156,2.313,
5,0.172,2.485,
5,0.156,2.641,
5,0.172,2.813,
5,0.156,2.969,
4,0.156,3.125,
4,0.141,3.266,
4,0.125,3.391,
4,0.125,3.516,
4,0.141,3.657,
4,0.125,3.782,
4,0.14,3.922,
4,0.141,4.063,
4,0.125,4.188,
4,0.125,4.313,
4,0.141,4.454,
4,0.125,4.579,
4,0.125,4.704,
4,0.14,4.844,
4,0.125,4.969,
3,0.125,5.094,
3,0.094,5.188,
3,0.109,5.297,
3,0.094,5.391,
3,0.094,5.485,
3,0.094,5.579,
3,0.093,5.672,
3,0.11,5.782,
3,0.093,5.875,
3,0.11,5.985,
3,0.094,6.079,
3,0.093,6.172,
3,0.11,6.282,
3,0.093,6.375,
3,0.094,6.469,
2,0.094,6.563,
3,0.078,6.641,
3,0.094,6.735,
2,0.094,6.829,
2,0.062,6.891,
3,0.078,6.969,
2,0.094,7.063,
3,0.078,7.141,
3,0.094,7.235,
2,0.094,7.329,
2,0.062,7.391,
3,0.078,7.469,
2,0.094,7.563,
3,0.078,7.641,
3,0.094,7.735,
3,0.109,7.844,
3,0.094,7.938,
2,0.094,8.032,
2,0.062,8.094,
3,0.078,8.172,
2,0.094,8.266,
2,0.063,8.329,
3,0.078,8.407,
3,0.093,8.5,
2,0.094,8.594,
3,0.078,8.672,
2,0.094,8.766,
2,0.063,8.829,
3,0.078,8.907,
3,0.093,9,
2,0.094,9.094,
2,0.063,9.157,
3,0.078,9.235,
2,0.094,9.329,
2,0.062,9.391,
2,0.063,9.454,
2,0.078,9.532,
2,0.062,9.594,
2,0.063,9.657,
2,0.062,9.719,
2,0.078,9.797,
2,0.063,9.86,
2,0.062,9.922,
2,0.063,9.985,
2,0.078,10.063,
