Total Run Time,3.797,Early Exit, true
Number of Particles of Type 1,400
Number of Particles of Type 2,0
Number of Particles of Type 3,0
Number of Particles of Type 4,0
Number of Updates,Frame Time,TotalTime,
0,0.016,0.016,
1,0.015,0.031,
4,0.063,0.094,
14,0.234,0.328,
50,0.828,1.156,
-1,2.641,3.797,
