Total Run Time,8.156,Early Exit, true
Number of Particles of Type 1,200
Number of Particles of Type 2,200
Number of Particles of Type 3,0
Number of Particles of Type 4,0
Number of Updates,Frame Time,TotalTime,
0,0.015,0.015,
0,0,0.015,
1,0.016,0.031,
3,0.047,0.078,
11,0.172,0.25,
36,0.609,0.859,
113,1.875,2.734,
-1,5.422,8.156,
