Total Run Time,600.031,Early Exit, false,,,,,
Number of Particles of Type 1,300,,,,,,,
Number of Particles of Type 2,0,,,,,,,
Number of Particles of Type 3,0,,,,,,,
Number of Particles of Type 4,0,,,,,,,
Number of Updates,,TotalTime,,,,Frame,Frame Time A,Frame Time B
2,,453,,,,8466,0,0.062
1,,453.063,,,,8467,0,0.063
1,,453.094,,,,8468,0,0.031
1,,453.125,,,,8469,0.016,0.031
2,,453.172,,,,8470,0,0.047
2,,453.234,,,,8471,0,0.062
1,,453.297,,,,8472,0,0.063
1,,453.328,,,,8473,0,0.031
1,,453.359,,,,8474,0.015,0.031
2,,453.406,,,,8475,0.032,0.047
2,,453.469,,,,8476,0,0.063
1,,453.531,,,,8477,0,0.062
1,,453.563,,,,8478,0,0.032
2,,453.609,,,,8479,0.015,0.046
2,,453.672,,,,8480,0,0.063
2,,453.734,,,,8481,0,0.062
1,,453.797,,,,8482,0,0.063
1,,453.828,,,,8483,0.016,0.031
2,,453.875,,,,8484,0,0.047
2,,453.938,,,,8485,0,0.063
2,,454,,,,8486,0,0.062
1,,454.063,,,,8487,0.015,0.063
1,,454.094,,,,8488,0,0.031
2,,454.141,,,,8489,0,0.047
2,,454.219,,,,8490,0,0.078
2,,454.281,,,,8491,0,0.062
2,,454.344,,,,8492,0.016,0.063
2,,454.406,,,,8493,0.031,0.062
2,,454.469,,,,8494,0,0.063
1,,454.531,,,,8495,0,0.062
1,,454.563,,,,8496,0.016,0.032
2,,454.609,,,,8497,0,0.046
2,,454.672,,,,8498,0,0.063
2,,454.734,,,,8499,0,0.062
1,,454.797,,,,8500,0,0.063
1,,454.828,,,,8501,0.016,0.031
1,,454.859,,,,8502,0,0.031
2,,454.906,,,,8503,0,0.047
2,,454.969,,,,8504,0,0.063
1,,455.031,,,,8505,0.015,0.062
2,,455.078,,,,8506,0,0.047
2,,455.141,,,,8507,0,0.063
2,,455.203,,,,8508,0,0.062
1,,455.266,,,,8509,0,0.063
2,,455.313,,,,8510,0.016,0.047
2,,455.375,,,,8511,0.031,0.062
2,,455.438,,,,8512,0,0.063
2,,455.5,,,,8513,0,0.062
1,,455.563,,,,8514,0,0.063
1,,455.594,,,,8515,0.016,0.031
1,,455.625,,,,8516,0,0.031
2,,455.672,,,,8517,0,0.047
2,,455.734,,,,8518,0,0.062
1,,455.797,,,,8519,0,0.063
1,,455.828,,,,8520,0.015,0.031
1,,455.859,,,,8521,0,0.031
2,,455.906,,,,8522,0,0.047
2,,455.969,,,,8523,0,0.063
1,,456.031,,,,8524,0,0.062
1,,456.063,,,,8525,0.016,0.032
1,,456.094,,,,8526,0,0.031
1,,456.125,,,,8527,0,0.031
2,,456.172,,,,8528,0,0.047
2,,456.234,,,,8529,0.016,0.062
1,,456.297,,,,8530,0,0.063
1,,456.328,,,,8531,0,0.031
1,,456.359,,,,8532,0,0.031
2,,456.406,,,,8533,0.015,0.047
2,,456.469,,,,8534,0.031,0.063
1,,456.531,,,,8535,0,0.062
1,,456.563,,,,8536,0,0.032
1,,456.594,,,,8537,0,0.031
1,,456.625,,,,8538,0.016,0.031
2,,456.672,,,,8539,0,0.047
2,,456.734,,,,8540,0,0.062
1,,456.797,,,,8541,0,0.063
1,,456.828,,,,8542,0,0.031
1,,456.859,,,,8543,0.016,0.031
1,,456.891,,,,8544,0,0.032
2,,456.938,,,,8545,0,0.047
2,,457,,,,8546,0,0.062
1,,457.063,,,,8547,0.015,0.063
1,,457.094,,,,8548,0,0.031
1,,457.125,,,,8549,0,0.031
1,,457.156,,,,8550,0,0.031
2,,457.203,,,,8551,0,0.047
1,,457.266,,,,8552,0.016,0.063
1,,457.297,,,,8553,0.031,0.031
1,,457.328,,,,8554,0,0.031
1,,457.359,,,,8555,0,0.031
1,,457.391,,,,8556,0,0.032
2,,457.438,,,,8557,0.016,0.047
2,,457.5,,,,8558,0,0.062
1,,457.563,,,,8559,0,0.063
1,,457.594,,,,8560,0,0.031
1,,457.625,,,,8561,0,0.031
1,,457.656,,,,8562,0.015,0.031
2,,457.703,,,,8563,0,0.047
1,,457.766,,,,8564,0,0.063
1,,457.797,,,,8565,0,0.031
2,,457.844,,,,8566,0.016,0.047
2,,457.906,,,,8567,0,0.062
2,,457.969,,,,8568,0,0.063
1,,458.031,,,,8569,0,0.062
2,,458.078,,,,8570,0,0.047
2,,458.141,,,,8571,0.016,0.063
2,,458.203,,,,8572,0,0.062
2,,458.281,,,,8573,0,0.078
2,,458.344,,,,8574,0,0.063
2,,458.406,,,,8575,0,0.062
2,,458.469,,,,8576,0.015,0.063
1,,458.531,,,,8577,0.032,0.062
1,,458.563,,,,8578,0,0.032
1,,458.594,,,,8579,0,0.031
2,,458.641,,,,8580,0.015,0.047
2,,458.703,,,,8581,0,0.062
1,,458.766,,,,8582,0,0.063
2,,458.813,,,,8583,0,0.047
2,,458.875,,,,8584,0,0.062
2,,458.938,,,,8585,0.016,0.063
2,,459,,,,8586,0,0.062
1,,459.063,,,,8587,0,0.063
1,,459.094,,,,8588,0,0.031
1,,459.125,,,,8589,0.015,0.031
2,,459.172,,,,8590,0,0.047
2,,459.25,,,,8591,0,0.078
2,,459.313,,,,8592,0,0.063
2,,459.375,,,,8593,0,0.062
2,,459.453,,,,8594,0.016,0.078
2,,459.516,,,,8595,0.031,0.063
2,,459.578,,,,8596,0,0.062
2,,459.641,,,,8597,0,0.063
2,,459.703,,,,8598,0,0.062
1,,459.766,,,,8599,0.016,0.063
1,,459.797,,,,8600,0,0.031
2,,459.844,,,,8601,0,0.047
2,,459.906,,,,8602,0,0.062
2,,459.969,,,,8603,0.016,0.063
1,,460.031,,,,8604,0,0.062
1,,460.063,,,,8605,0,0.032
2,,460.109,,,,8606,0,0.046
2,,460.172,,,,8607,0,0.063
2,,460.234,,,,8608,0.015,0.062
1,,460.297,,,,8609,0,0.063
1,,460.328,,,,8610,0,0.031
2,,460.375,,,,8611,0,0.047
2,,460.438,,,,8612,0,0.063
2,,460.5,,,,8613,0.016,0.062
1,,460.563,,,,8614,0.031,0.063
1,,460.594,,,,8615,0,0.031
1,,460.625,,,,8616,0,0.031
1,,460.656,,,,8617,0.016,0.031
2,,460.703,,,,8618,0,0.047
1,,460.766,,,,8619,0,0.063
1,,460.797,,,,8620,0,0.031
1,,460.828,,,,8621,0,0.031
1,,460.859,,,,8622,0.015,0.031
2,,460.906,,,,8623,0,0.047
2,,460.969,,,,8624,0,0.063
1,,461.031,,,,8625,0,0.062
1,,461.063,,,,8626,0.016,0.032
1,,461.094,,,,8627,0,0.031
1,,461.125,,,,8628,0,0.031
2,,461.172,,,,8629,0,0.047
2,,461.234,,,,8630,0,0.062
1,,461.297,,,,8631,0.016,0.063
1,,461.328,,,,8632,0,0.031
1,,461.359,,,,8633,0,0.031
2,,461.406,,,,8634,0,0.047
2,,461.469,,,,8635,0,0.063
1,,461.531,,,,8636,0.015,0.062
1,,461.563,,,,8637,0.031,0.032
1,,461.594,,,,8638,0,0.031
1,,461.625,,,,8639,0,0.031
2,,461.672,,,,8640,0.016,0.047
2,,461.734,,,,8641,0,0.062
1,,461.797,,,,8642,0,0.063
1,,461.828,,,,8643,0,0.031
1,,461.859,,,,8644,0,0.031
1,,461.891,,,,8645,0.016,0.032
2,,461.938,,,,8646,0,0.047
2,,462,,,,8647,0,0.062
1,,462.063,,,,8648,0,0.063
1,,462.094,,,,8649,0,0.031
1,,462.125,,,,8650,0.015,0.031
2,,462.172,,,,8651,0,0.047
2,,462.234,,,,8652,0,0.062
1,,462.297,,,,8653,0,0.063
2,,462.344,,,,8654,0.016,0.047
2,,462.406,,,,8655,0.031,0.062
2,,462.469,,,,8656,0,0.063
1,,462.531,,,,8657,0,0.062
2,,462.578,,,,8658,0,0.047
2,,462.641,,,,8659,0.016,0.063
2,,462.703,,,,8660,0,0.062
1,,462.766,,,,8661,0,0.063
2,,462.813,,,,8662,0,0.047
2,,462.875,,,,8663,0.015,0.062
2,,462.938,,,,8664,0,0.063
2,,463,,,,8665,0,0.062
1,,463.063,,,,8666,0,0.063
2,,463.109,,,,8667,0,0.046
2,,463.172,,,,8668,0.016,0.063
2,,463.234,,,,8669,0,0.062
1,,463.297,,,,8670,0,0.063
2,,463.344,,,,8671,0,0.047
2,,463.406,,,,8672,0,0.062
2,,463.469,,,,8673,0.016,0.063
1,,463.531,,,,8674,0,0.062
2,,463.578,,,,8675,0,0.047
2,,463.641,,,,8676,0,0.063
2,,463.703,,,,8677,0,0.062
1,,463.766,,,,8678,0.015,0.063
2,,463.813,,,,8679,0.032,0.047
2,,463.875,,,,8680,0,0.062
2,,463.938,,,,8681,0,0.063
2,,464,,,,8682,0.015,0.062
2,,464.078,,,,8683,0,0.078
2,,464.141,,,,8684,0,0.063
2,,464.203,,,,8685,0,0.062
2,,464.281,,,,8686,0.016,0.078
2,,464.344,,,,8687,0,0.063
2,,464.406,,,,8688,0,0.062
2,,464.469,,,,8689,0,0.063
1,,464.531,,,,8690,0,0.062
1,,464.563,,,,8691,0.015,0.032
1,,464.594,,,,8692,0,0.031
2,,464.641,,,,8693,0,0.047
2,,464.703,,,,8694,0,0.062
1,,464.766,,,,8695,0.016,0.063
1,,464.797,,,,8696,0.031,0.031
1,,464.828,,,,8697,0,0.031
1,,464.859,,,,8698,0,0.031
2,,464.906,,,,8699,0.016,0.047
2,,464.969,,,,8700,0,0.063
1,,465.031,,,,8701,0,0.062
1,,465.063,,,,8702,0,0.032
1,,465.094,,,,8703,0,0.031
1,,465.125,,,,8704,0.016,0.031
2,,465.172,,,,8705,0,0.047
2,,465.234,,,,8706,0,0.062
1,,465.297,,,,8707,0,0.063
1,,465.328,,,,8708,0,0.031
1,,465.359,,,,8709,0.015,0.031
2,,465.406,,,,8710,0,0.047
2,,465.469,,,,8711,0,0.063
1,,465.531,,,,8712,0,0.062
1,,465.563,,,,8713,0.016,0.032
1,,465.594,,,,8714,0.031,0.031
1,,465.625,,,,8715,0,0.031
2,,465.672,,,,8716,0,0.047
2,,465.734,,,,8717,0.016,0.062
1,,465.797,,,,8718,0,0.063
1,,465.828,,,,8719,0,0.031
1,,465.859,,,,8720,0,0.031
2,,465.906,,,,8721,0.015,0.047
2,,465.969,,,,8722,0,0.063
1,,466.031,,,,8723,0,0.062
1,,466.063,,,,8724,0,0.032
1,,466.094,,,,8725,0,0.031
1,,466.125,,,,8726,0.016,0.031
2,,466.172,,,,8727,0,0.047
2,,466.234,,,,8728,0,0.062
1,,466.297,,,,8729,0,0.063
1,,466.328,,,,8730,0.016,0.031
2,,466.375,,,,8731,0,0.047
2,,466.438,,,,8732,0,0.063
2,,466.5,,,,8733,0,0.062
1,,466.563,,,,8734,0,0.063
1,,466.594,,,,8735,0.015,0.031
1,,466.625,,,,8736,0.031,0.031
2,,466.672,,,,8737,0,0.047
2,,466.734,,,,8738,0.016,0.062
1,,466.797,,,,8739,0,0.063
1,,466.828,,,,8740,0,0.031
1,,466.859,,,,8741,0,0.031
2,,466.906,,,,8742,0,0.047
2,,466.969,,,,8743,0.016,0.063
1,,467.031,,,,8744,0,0.062
1,,467.063,,,,8745,0,0.032
1,,467.094,,,,8746,0,0.031
1,,467.125,,,,8747,0.015,0.031
2,,467.172,,,,8748,0,0.047
2,,467.234,,,,8749,0,0.062
1,,467.297,,,,8750,0,0.063
1,,467.328,,,,8751,0,0.031
1,,467.359,,,,8752,0.016,0.031
1,,467.391,,,,8753,0.031,0.032
2,,467.438,,,,8754,0,0.047
2,,467.5,,,,8755,0,0.062
1,,467.563,,,,8756,0,0.063
1,,467.594,,,,8757,0.016,0.031
1,,467.625,,,,8758,0,0.031
2,,467.672,,,,8759,0,0.047
2,,467.734,,,,8760,0,0.062
1,,467.797,,,,8761,0,0.063
1,,467.828,,,,8762,0.015,0.031
1,,467.859,,,,8763,0,0.031
2,,467.906,,,,8764,0,0.047
2,,467.969,,,,8765,0,0.063
1,,468.031,,,,8766,0.016,0.062
1,,468.063,,,,8767,0,0.032
1,,468.094,,,,8768,0,0.031
2,,468.141,,,,8769,0,0.047
2,,468.203,,,,8770,0,0.062
1,,468.266,,,,8771,0.016,0.063
1,,468.297,,,,8772,0,0.031
1,,468.328,,,,8773,0,0.031
1,,468.359,,,,8774,0,0.031
2,,468.406,,,,8775,0,0.047
2,,468.469,,,,8776,0.015,0.063
1,,468.531,,,,8777,0.032,0.062
1,,468.563,,,,8778,0,0.032
1,,468.594,,,,8779,0,0.031
1,,468.625,,,,8780,0,0.031
2,,468.672,,,,8781,0.015,0.047
2,,468.734,,,,8782,0,0.062
1,,468.797,,,,8783,0,0.063
2,,468.844,,,,8784,0,0.047
2,,468.906,,,,8785,0.016,0.062
2,,468.969,,,,8786,0,0.063
1,,469.031,,,,8787,0,0.062
1,,469.063,,,,8788,0,0.032
1,,469.094,,,,8789,0,0.031
2,,469.141,,,,8790,0.015,0.047
2,,469.203,,,,8791,0,0.062
1,,469.266,,,,8792,0,0.063
1,,469.297,,,,8793,0,0.031
2,,469.344,,,,8794,0,0.047
2,,469.406,,,,8795,0.016,0.062
2,,469.469,,,,8796,0.031,0.063
1,,469.531,,,,8797,0,0.062
1,,469.563,,,,8798,0,0.032
2,,469.609,,,,8799,0.016,0.046
2,,469.672,,,,8800,0,0.063
2,,469.75,,,,8801,0,0.078
2,,469.813,,,,8802,0,0.063
2,,469.875,,,,8803,0,0.062
2,,469.938,,,,8804,0.016,0.063
2,,470.016,,,,8805,0,0.078
2,,470.078,,,,8806,0,0.062
2,,470.141,,,,8807,0,0.063
2,,470.203,,,,8808,0,0.062
1,,470.266,,,,8809,0.015,0.063
2,,470.313,,,,8810,0,0.047
2,,470.375,,,,8811,0,0.062
2,,470.438,,,,8812,0,0.063
2,,470.5,,,,8813,0,0.062
1,,470.563,,,,8814,0.016,0.063
1,,470.594,,,,8815,0.031,0.031
2,,470.641,,,,8816,0,0.047
2,,470.703,,,,8817,0,0.062
1,,470.766,,,,8818,0.016,0.063
1,,470.797,,,,8819,0,0.031
1,,470.828,,,,8820,0,0.031
1,,470.859,,,,8821,0,0.031
2,,470.906,,,,8822,0,0.047
2,,470.969,,,,8823,0.015,0.063
1,,471.031,,,,8824,0,0.062
1,,471.063,,,,8825,0,0.032
1,,471.094,,,,8826,0,0.031
1,,471.125,,,,8827,0,0.031
2,,471.172,,,,8828,0.016,0.047
2,,471.234,,,,8829,0,0.062
1,,471.297,,,,8830,0,0.063
1,,471.328,,,,8831,0,0.031
2,,471.375,,,,8832,0.016,0.047
2,,471.438,,,,8833,0,0.063
2,,471.5,,,,8834,0,0.062
1,,471.563,,,,8835,0,0.063
1,,471.594,,,,8836,0,0.031
1,,471.625,,,,8837,0.015,0.031
1,,471.656,,,,8838,0.031,0.031
2,,471.703,,,,8839,0,0.047
1,,471.766,,,,8840,0,0.063
1,,471.797,,,,8841,0,0.031
1,,471.828,,,,8842,0.016,0.031
1,,471.859,,,,8843,0,0.031
2,,471.906,,,,8844,0,0.047
2,,471.969,,,,8845,0,0.063
1,,472.031,,,,8846,0,0.062
1,,472.063,,,,8847,0.016,0.032
1,,472.094,,,,8848,0,0.031
1,,472.125,,,,8849,0,0.031
2,,472.172,,,,8850,0,0.047
2,,472.234,,,,8851,0,0.062
1,,472.297,,,,8852,0.015,0.063
1,,472.328,,,,8853,0,0.031
1,,472.359,,,,8854,0,0.031
2,,472.406,,,,8855,0,0.047
2,,472.469,,,,8856,0.016,0.063
1,,472.531,,,,8857,0.031,0.062
1,,472.563,,,,8858,0,0.032
1,,472.594,,,,8859,0,0.031
2,,472.641,,,,8860,0,0.047
2,,472.703,,,,8861,0.016,0.062
1,,472.766,,,,8862,0,0.063
1,,472.797,,,,8863,0,0.031
1,,472.828,,,,8864,0,0.031
1,,472.859,,,,8865,0.015,0.031
2,,472.906,,,,8866,0,0.047
2,,472.969,,,,8867,0,0.063
1,,473.031,,,,8868,0,0.062
1,,473.063,,,,8869,0,0.032
1,,473.094,,,,8870,0.016,0.031
2,,473.141,,,,8871,0,0.047
2,,473.203,,,,8872,0,0.062
1,,473.266,,,,8873,0,0.063
1,,473.297,,,,8874,0,0.031
1,,473.328,,,,8875,0.016,0.031
1,,473.359,,,,8876,0,0.031
2,,473.406,,,,8877,0,0.047
2,,473.469,,,,8878,0,0.063
1,,473.531,,,,8879,0,0.062
1,,473.563,,,,8880,0.015,0.032
1,,473.594,,,,8881,0.032,0.031
2,,473.641,,,,8882,0,0.047
2,,473.703,,,,8883,0,0.062
1,,473.766,,,,8884,0.015,0.063
1,,473.797,,,,8885,0,0.031
1,,473.828,,,,8886,0,0.031
2,,473.875,,,,8887,0,0.047
2,,473.938,,,,8888,0,0.063
2,,474,,,,8889,0.016,0.062
2,,474.078,,,,8890,0,0.078
2,,474.141,,,,8891,0,0.063
2,,474.203,,,,8892,0,0.062
1,,474.266,,,,8893,0,0.063
1,,474.297,,,,8894,0.015,0.031
2,,474.344,,,,8895,0,0.047
2,,474.406,,,,8896,0,0.062
2,,474.469,,,,8897,0,0.063
1,,474.531,,,,8898,0.016,0.062
1,,474.563,,,,8899,0.031,0.032
2,,474.609,,,,8900,0,0.046
2,,474.672,,,,8901,0,0.063
2,,474.734,,,,8902,0.016,0.062
1,,474.797,,,,8903,0,0.063
1,,474.828,,,,8904,0,0.031
1,,474.859,,,,8905,0,0.031
2,,474.906,,,,8906,0,0.047
2,,474.969,,,,8907,0.016,0.063
1,,475.031,,,,8908,0,0.062
1,,475.063,,,,8909,0,0.032
1,,475.094,,,,8910,0,0.031
2,,475.141,,,,8911,0,0.047
2,,475.203,,,,8912,0.015,0.062
1,,475.266,,,,8913,0,0.063
1,,475.297,,,,8914,0,0.031
1,,475.328,,,,8915,0,0.031
1,,475.359,,,,8916,0,0.031
2,,475.406,,,,8917,0.016,0.047
2,,475.469,,,,8918,0.031,0.063
1,,475.531,,,,8919,0,0.062
1,,475.563,,,,8920,0,0.032
1,,475.594,,,,8921,0,0.031
2,,475.641,,,,8922,0.016,0.047
2,,475.703,,,,8923,0,0.062
1,,475.766,,,,8924,0,0.063
1,,475.797,,,,8925,0,0.031
1,,475.828,,,,8926,0,0.031
2,,475.875,,,,8927,0.015,0.047
2,,475.938,,,,8928,0,0.063
2,,476,,,,8929,0,0.062
1,,476.063,,,,8930,0,0.063
2,,476.109,,,,8931,0.016,0.046
2,,476.172,,,,8932,0,0.063
2,,476.234,,,,8933,0,0.062
2,,476.313,,,,8934,0,0.079
2,,476.375,,,,8935,0,0.062
2,,476.438,,,,8936,0.016,0.063
2,,476.5,,,,8937,0,0.062
2,,476.578,,,,8938,0,0.078
2,,476.641,,,,8939,0,0.063
2,,476.703,,,,8940,0.015,0.062
1,,476.766,,,,8941,0.031,0.063
1,,476.797,,,,8942,0.016,0.031
1,,476.828,,,,8943,0,0.031
1,,476.859,,,,8944,0,0.031
2,,476.906,,,,8945,0.016,0.047
2,,476.969,,,,8946,0,0.063
1,,477.031,,,,8947,0,0.062
2,,477.078,,,,8948,0,0.047
2,,477.141,,,,8949,0.015,0.063
2,,477.203,,,,8950,0,0.062
1,,477.266,,,,8951,0,0.063
1,,477.297,,,,8952,0,0.031
1,,477.328,,,,8953,0.016,0.031
2,,477.375,,,,8954,0.031,0.047
2,,477.438,,,,8955,0,0.063
2,,477.5,,,,8956,0,0.062
1,,477.563,,,,8957,0,0.063
1,,477.594,,,,8958,0.016,0.031
1,,477.625,,,,8959,0,0.031
2,,477.672,,,,8960,0,0.047
2,,477.734,,,,8961,0,0.062
1,,477.797,,,,8962,0.015,0.063
1,,477.828,,,,8963,0,0.031
1,,477.859,,,,8964,0,0.031
1,,477.891,,,,8965,0,0.032
2,,477.938,,,,8966,0,0.047
2,,478,,,,8967,0.016,0.062
1,,478.063,,,,8968,0,0.063
1,,478.094,,,,8969,0,0.031
1,,478.125,,,,8970,0,0.031
1,,478.156,,,,8971,0,0.031
2,,478.203,,,,8972,0.016,0.047
1,,478.266,,,,8973,0,0.063
1,,478.297,,,,8974,0,0.031
1,,478.328,,,,8975,0,0.031
1,,478.359,,,,8976,0,0.031
1,,478.391,,,,8977,0.015,0.032
2,,478.438,,,,8978,0.032,0.047
2,,478.5,,,,8979,0,0.062
1,,478.563,,,,8980,0,0.063
1,,478.594,,,,8981,0.015,0.031
2,,478.641,,,,8982,0,0.047
2,,478.703,,,,8983,0,0.062
1,,478.766,,,,8984,0,0.063
1,,478.797,,,,8985,0.016,0.031
1,,478.828,,,,8986,0,0.031
2,,478.875,,,,8987,0,0.047
2,,478.938,,,,8988,0,0.063
2,,479,,,,8989,0,0.062
2,,479.078,,,,8990,0.015,0.078
2,,479.141,,,,8991,0,0.063
2,,479.203,,,,8992,0,0.062
1,,479.266,,,,8993,0,0.063
1,,479.297,,,,8994,0,0.031
2,,479.344,,,,8995,0.016,0.047
2,,479.406,,,,8996,0.031,0.062
2,,479.469,,,,8997,0.016,0.063
1,,479.531,,,,8998,0,0.062
1,,479.563,,,,8999,0,0.032
2,,479.609,,,,9000,0,0.046
2,,479.672,,,,9001,0,0.063
2,,479.734,,,,9002,0.016,0.062
1,,479.797,,,,9003,0,0.063
1,,479.828,,,,9004,0,0.031
2,,479.875,,,,9005,0,0.047
2,,479.938,,,,9006,0,0.063
2,,480,,,,9007,0.015,0.062
1,,480.063,,,,9008,0,0.063
1,,480.094,,,,9009,0,0.031
1,,480.125,,,,9010,0,0.031
1,,480.156,,,,9011,0.016,0.031
2,,480.203,,,,9012,0.031,0.047
1,,480.266,,,,9013,0,0.063
1,,480.297,,,,9014,0,0.031
2,,480.344,,,,9015,0,0.047
2,,480.406,,,,9016,0.016,0.062
2,,480.469,,,,9017,0,0.063
1,,480.531,,,,9018,0,0.062
1,,480.563,,,,9019,0,0.032
1,,480.594,,,,9020,0,0.031
2,,480.641,,,,9021,0.015,0.047
2,,480.703,,,,9022,0,0.062
1,,480.766,,,,9023,0,0.063
1,,480.797,,,,9024,0,0.031
1,,480.828,,,,9025,0.016,0.031
1,,480.859,,,,9026,0,0.031
1,,480.891,,,,9027,0,0.032
2,,480.938,,,,9028,0,0.047
2,,481,,,,9029,0,0.062
1,,481.063,,,,9030,0.016,0.063
1,,481.094,,,,9031,0,0.031
1,,481.125,,,,9032,0,0.031
1,,481.156,,,,9033,0,0.031
2,,481.203,,,,9034,0,0.047
1,,481.266,,,,9035,0.015,0.063
1,,481.297,,,,9036,0.031,0.031
2,,481.344,,,,9037,0,0.047
2,,481.406,,,,9038,0,0.062
2,,481.469,,,,9039,0.016,0.063
1,,481.531,,,,9040,0,0.062
2,,481.578,,,,9041,0,0.047
2,,481.641,,,,9042,0,0.063
2,,481.703,,,,9043,0,0.062
1,,481.766,,,,9044,0.016,0.063
1,,481.797,,,,9045,0,0.031
1,,481.828,,,,9046,0,0.031
1,,481.859,,,,9047,0,0.031
2,,481.906,,,,9048,0,0.047
2,,481.969,,,,9049,0.015,0.063
1,,482.031,,,,9050,0,0.062
1,,482.063,,,,9051,0,0.032
1,,482.094,,,,9052,0,0.031
1,,482.125,,,,9053,0,0.031
2,,482.172,,,,9054,0.016,0.047
2,,482.234,,,,9055,0.031,0.062
1,,482.297,,,,9056,0,0.063
1,,482.328,,,,9057,0,0.031
2,,482.375,,,,9058,0.016,0.047
2,,482.438,,,,9059,0,0.063
2,,482.5,,,,9060,0,0.062
1,,482.563,,,,9061,0,0.063
1,,482.594,,,,9062,0,0.031
2,,482.641,,,,9063,0.015,0.047
2,,482.703,,,,9064,0,0.062
1,,482.766,,,,9065,0,0.063
2,,482.813,,,,9066,0,0.047
2,,482.875,,,,9067,0.016,0.062
2,,482.938,,,,9068,0,0.063
2,,483,,,,9069,0,0.062
1,,483.063,,,,9070,0,0.063
1,,483.094,,,,9071,0,0.031
2,,483.141,,,,9072,0.016,0.047
2,,483.203,,,,9073,0,0.062
1,,483.266,,,,9074,0,0.063
1,,483.297,,,,9075,0,0.031
1,,483.328,,,,9076,0,0.031
2,,483.375,,,,9077,0.015,0.047
2,,483.438,,,,9078,0.032,0.063
2,,483.5,,,,9079,0,0.062
1,,483.563,,,,9080,0,0.063
1,,483.594,,,,9081,0,0.031
2,,483.641,,,,9082,0.015,0.047
2,,483.703,,,,9083,0,0.062
1,,483.766,,,,9084,0,0.063
1,,483.797,,,,9085,0,0.031
1,,483.828,,,,9086,0.016,0.031
2,,483.875,,,,9087,0,0.047
2,,483.938,,,,9088,0,0.063
2,,484,,,,9089,0,0.062
1,,484.063,,,,9090,0,0.063
2,,484.109,,,,9091,0.015,0.046
2,,484.172,,,,9092,0,0.063
2,,484.234,,,,9093,0,0.062
1,,484.297,,,,9094,0,0.063
2,,484.344,,,,9095,0,0.047
2,,484.406,,,,9096,0.016,0.062
2,,484.484,,,,9097,0.031,0.078
2,,484.547,,,,9098,0,0.063
2,,484.625,,,,9099,0,0.078
2,,484.688,,,,9100,0,0.063
2,,484.75,,,,9101,0.016,0.062
2,,484.813,,,,9102,0,0.063
2,,484.875,,,,9103,0,0.062
2,,484.938,,,,9104,0,0.063
2,,485.016,,,,9105,0.016,0.078
2,,485.078,,,,9106,0,0.062
2,,485.141,,,,9107,0,0.063
2,,485.203,,,,9108,0,0.062
2,,485.281,,,,9109,0,0.078
2,,485.344,,,,9110,0.015,0.063
2,,485.406,,,,9111,0,0.062
2,,485.469,,,,9112,0,0.063
2,,485.547,,,,9113,0,0.078
2,,485.609,,,,9114,0.016,0.062
2,,485.672,,,,9115,0.031,0.063
2,,485.734,,,,9116,0,0.062
1,,485.797,,,,9117,0,0.063
2,,485.844,,,,9118,0,0.047
2,,485.906,,,,9119,0.016,0.062
2,,485.969,,,,9120,0,0.063
1,,486.031,,,,9121,0,0.062
2,,486.078,,,,9122,0,0.047
2,,486.141,,,,9123,0,0.063
2,,486.203,,,,9124,0.015,0.062
1,,486.266,,,,9125,0,0.063
1,,486.297,,,,9126,0,0.031
1,,486.328,,,,9127,0,0.031
2,,486.375,,,,9128,0,0.047
2,,486.438,,,,9129,0.016,0.063
2,,486.5,,,,9130,0,0.062
1,,486.563,,,,9131,0,0.063
1,,486.594,,,,9132,0,0.031
2,,486.641,,,,9133,0,0.047
2,,486.703,,,,9134,0.016,0.062
1,,486.766,,,,9135,0,0.063
1,,486.797,,,,9136,0,0.031
1,,486.828,,,,9137,0,0.031
1,,486.859,,,,9138,0.015,0.031
1,,486.891,,,,9139,0.031,0.032
2,,486.938,,,,9140,0,0.047
2,,487,,,,9141,0,0.062
1,,487.063,,,,9142,0,0.063
1,,487.094,,,,9143,0.016,0.031
1,,487.125,,,,9144,0,0.031
1,,487.156,,,,9145,0,0.031
2,,487.203,,,,9146,0,0.047
1,,487.266,,,,9147,0,0.063
1,,487.297,,,,9148,0.016,0.031
1,,487.328,,,,9149,0,0.031
1,,487.359,,,,9150,0,0.031
2,,487.406,,,,9151,0,0.047
2,,487.469,,,,9152,0.015,0.063
1,,487.531,,,,9153,0,0.062
1,,487.563,,,,9154,0,0.032
2,,487.609,,,,9155,0,0.046
2,,487.672,,,,9156,0.016,0.063
2,,487.734,,,,9157,0.031,0.062
1,,487.797,,,,9158,0,0.063
1,,487.828,,,,9159,0,0.031
1,,487.859,,,,9160,0,0.031
2,,487.906,,,,9161,0.016,0.047
2,,487.969,,,,9162,0,0.063
1,,488.031,,,,9163,0,0.062
1,,488.063,,,,9164,0,0.032
1,,488.094,,,,9165,0.015,0.031
1,,488.125,,,,9166,0,0.031
2,,488.172,,,,9167,0,0.047
2,,488.234,,,,9168,0,0.062
1,,488.297,,,,9169,0.016,0.063
1,,488.328,,,,9170,0,0.031
2,,488.375,,,,9171,0,0.047
2,,488.438,,,,9172,0,0.063
2,,488.5,,,,9173,0.016,0.062
1,,488.563,,,,9174,0,0.063
1,,488.594,,,,9175,0,0.031
2,,488.641,,,,9176,0,0.047
