Total Run Time,600.031,Early Exit, false,,,,,
Number of Particles of Type 1,300,,,,,,,
Number of Particles of Type 2,0,,,,,,,
Number of Particles of Type 3,0,,,,,,,
Number of Particles of Type 4,0,,,,,,,
Number of Updates,,TotalTime,,,,Frame,Frame Time A,Frame Time B
2,,173.938,,,,3143,0,0.063
2,,174,,,,3144,0,0.062
1,,174.063,,,,3145,0,0.063
1,,174.094,,,,3146,0,0.031
2,,174.141,,,,3147,0.015,0.047
2,,174.203,,,,3148,0,0.062
1,,174.266,,,,3149,0,0.063
1,,174.297,,,,3150,0,0.031
1,,174.328,,,,3151,0.016,0.031
2,,174.375,,,,3152,0.031,0.047
2,,174.438,,,,3153,0,0.063
2,,174.516,,,,3154,0,0.078
2,,174.578,,,,3155,0,0.062
2,,174.641,,,,3156,0.016,0.063
2,,174.703,,,,3157,0,0.062
2,,174.781,,,,3158,0,0.078
2,,174.844,,,,3159,0,0.063
2,,174.906,,,,3160,0,0.062
2,,174.984,,,,3161,0.016,0.078
2,,175.047,,,,3162,0,0.063
2,,175.109,,,,3163,0,0.062
2,,175.172,,,,3164,0,0.063
2,,175.234,,,,3165,0.015,0.062
1,,175.297,,,,3166,0,0.063
2,,175.344,,,,3167,0,0.047
2,,175.406,,,,3168,0,0.062
2,,175.469,,,,3169,0,0.063
2,,175.547,,,,3170,0.016,0.078
2,,175.609,,,,3171,0.031,0.062
2,,175.672,,,,3172,0,0.063
2,,175.734,,,,3173,0,0.062
1,,175.797,,,,3174,0.016,0.063
2,,175.844,,,,3175,0,0.047
2,,175.906,,,,3176,0,0.062
2,,175.969,,,,3177,0,0.063
1,,176.031,,,,3178,0,0.062
1,,176.063,,,,3179,0.015,0.032
2,,176.109,,,,3180,0,0.046
2,,176.172,,,,3181,0,0.063
2,,176.234,,,,3182,0,0.062
2,,176.313,,,,3183,0.016,0.079
2,,176.375,,,,3184,0,0.062
2,,176.438,,,,3185,0,0.063
2,,176.5,,,,3186,0,0.062
1,,176.563,,,,3187,0,0.063
1,,176.594,,,,3188,0.016,0.031
1,,176.625,,,,3189,0,0.031
2,,176.672,,,,3190,0,0.047
2,,176.734,,,,3191,0,0.062
1,,176.797,,,,3192,0,0.063
1,,176.828,,,,3193,0.015,0.031
1,,176.859,,,,3194,0.031,0.031
1,,176.891,,,,3195,0.016,0.032
2,,176.938,,,,3196,0,0.047
2,,177,,,,3197,0,0.062
1,,177.063,,,,3198,0,0.063
2,,177.109,,,,3199,0,0.046
2,,177.172,,,,3200,0.016,0.063
2,,177.234,,,,3201,0,0.062
2,,177.313,,,,3202,0,0.079
2,,177.375,,,,3203,0,0.062
2,,177.438,,,,3204,0,0.063
2,,177.5,,,,3205,0.015,0.062
1,,177.563,,,,3206,0,0.063
1,,177.594,,,,3207,0,0.031
2,,177.641,,,,3208,0,0.047
2,,177.703,,,,3209,0.016,0.062
1,,177.766,,,,3210,0.031,0.063
1,,177.797,,,,3211,0,0.031
1,,177.828,,,,3212,0,0.031
2,,177.875,,,,3213,0,0.047
2,,177.938,,,,3214,0.016,0.063
2,,178,,,,3215,0,0.062
1,,178.063,,,,3216,0,0.063
1,,178.094,,,,3217,0,0.031
1,,178.125,,,,3218,0,0.031
2,,178.172,,,,3219,0.015,0.047
2,,178.234,,,,3220,0,0.062
1,,178.297,,,,3221,0,0.063
1,,178.328,,,,3222,0,0.031
1,,178.359,,,,3223,0.016,0.031
1,,178.391,,,,3224,0,0.032
2,,178.438,,,,3225,0,0.047
2,,178.5,,,,3226,0,0.062
1,,178.563,,,,3227,0.016,0.063
1,,178.594,,,,3228,0,0.031
1,,178.625,,,,3229,0,0.031
2,,178.672,,,,3230,0,0.047
2,,178.734,,,,3231,0.015,0.062
1,,178.797,,,,3232,0.032,0.063
1,,178.828,,,,3233,0,0.031
1,,178.859,,,,3234,0,0.031
1,,178.891,,,,3235,0,0.032
2,,178.938,,,,3236,0.015,0.047
2,,179,,,,3237,0,0.062
1,,179.063,,,,3238,0,0.063
1,,179.094,,,,3239,0.016,0.031
1,,179.125,,,,3240,0,0.031
2,,179.172,,,,3241,0,0.047
2,,179.234,,,,3242,0,0.062
1,,179.297,,,,3243,0,0.063
2,,179.344,,,,3244,0.015,0.047
2,,179.406,,,,3245,0,0.062
2,,179.469,,,,3246,0,0.063
1,,179.531,,,,3247,0,0.062
1,,179.563,,,,3248,0.016,0.032
1,,179.594,,,,3249,0.031,0.031
1,,179.625,,,,3250,0,0.031
2,,179.672,,,,3251,0,0.047
2,,179.734,,,,3252,0.016,0.062
1,,179.797,,,,3253,0,0.063
1,,179.828,,,,3254,0,0.031
1,,179.859,,,,3255,0,0.031
2,,179.906,,,,3256,0.016,0.047
2,,179.969,,,,3257,0,0.063
2,,180.047,,,,3258,0,0.078
2,,180.109,,,,3259,0,0.062
2,,180.172,,,,3260,0,0.063
2,,180.234,,,,3261,0.015,0.062
1,,180.297,,,,3262,0,0.063
1,,180.328,,,,3263,0,0.031
2,,180.375,,,,3264,0,0.047
2,,180.438,,,,3265,0.016,0.063
2,,180.5,,,,3266,0.031,0.062
2,,180.578,,,,3267,0,0.078
2,,180.656,,,,3268,0,0.078
2,,180.719,,,,3269,0.016,0.063
2,,180.781,,,,3270,0,0.062
2,,180.859,,,,3271,0,0.078
2,,180.922,,,,3272,0,0.063
2,,180.984,,,,3273,0,0.062
2,,181.047,,,,3274,0.015,0.063
2,,181.109,,,,3275,0,0.062
2,,181.172,,,,3276,0,0.063
2,,181.25,,,,3277,0,0.078
2,,181.313,,,,3278,0.016,0.063
2,,181.375,,,,3279,0,0.062
2,,181.438,,,,3280,0,0.063
2,,181.5,,,,3281,0,0.062
1,,181.563,,,,3282,0,0.063
2,,181.609,,,,3283,0.016,0.046
2,,181.672,,,,3284,0,0.063
2,,181.734,,,,3285,0,0.062
1,,181.797,,,,3286,0,0.063
1,,181.828,,,,3287,0.015,0.031
2,,181.875,,,,3288,0.031,0.047
2,,181.938,,,,3289,0,0.063
2,,182,,,,3290,0,0.062
1,,182.063,,,,3291,0,0.063
1,,182.094,,,,3292,0.016,0.031
1,,182.125,,,,3293,0,0.031
2,,182.172,,,,3294,0,0.047
2,,182.234,,,,3295,0,0.062
1,,182.297,,,,3296,0,0.063
1,,182.328,,,,3297,0.016,0.031
1,,182.359,,,,3298,0,0.031
2,,182.406,,,,3299,0,0.047
2,,182.469,,,,3300,0,0.063
1,,182.531,,,,3301,0.015,0.062
1,,182.563,,,,3302,0,0.032
1,,182.594,,,,3303,0,0.031
1,,182.625,,,,3304,0,0.031
2,,182.672,,,,3305,0,0.047
2,,182.734,,,,3306,0.016,0.062
1,,182.797,,,,3307,0.031,0.063
1,,182.828,,,,3308,0,0.031
1,,182.859,,,,3309,0,0.031
1,,182.891,,,,3310,0.016,0.032
1,,182.922,,,,3311,0,0.031
2,,182.969,,,,3312,0,0.047
1,,183.031,,,,3313,0,0.062
1,,183.063,,,,3314,0,0.032
1,,183.094,,,,3315,0.015,0.031
1,,183.125,,,,3316,0,0.031
2,,183.172,,,,3317,0,0.047
2,,183.234,,,,3318,0,0.062
1,,183.297,,,,3319,0,0.063
1,,183.328,,,,3320,0.016,0.031
1,,183.359,,,,3321,0,0.031
1,,183.391,,,,3322,0,0.032
2,,183.438,,,,3323,0,0.047
2,,183.5,,,,3324,0.016,0.062
1,,183.563,,,,3325,0,0.063
1,,183.594,,,,3326,0,0.031
2,,183.641,,,,3327,0,0.047
2,,183.703,,,,3328,0,0.062
1,,183.766,,,,3329,0.015,0.063
1,,183.797,,,,3330,0.032,0.031
1,,183.828,,,,3331,0,0.031
2,,183.875,,,,3332,0,0.047
2,,183.938,,,,3333,0,0.063
2,,184,,,,3334,0.015,0.062
1,,184.063,,,,3335,0,0.063
1,,184.094,,,,3336,0,0.031
1,,184.125,,,,3337,0,0.031
2,,184.172,,,,3338,0.016,0.047
2,,184.234,,,,3339,0,0.062
1,,184.297,,,,3340,0,0.063
1,,184.328,,,,3341,0,0.031
1,,184.359,,,,3342,0,0.031
1,,184.391,,,,3343,0.015,0.032
2,,184.438,,,,3344,0,0.047
2,,184.5,,,,3345,0,0.062
1,,184.563,,,,3346,0,0.063
1,,184.594,,,,3347,0.016,0.031
2,,184.641,,,,3348,0.031,0.047
2,,184.703,,,,3349,0,0.062
2,,184.781,,,,3350,0,0.078
2,,184.844,,,,3351,0,0.063
2,,184.906,,,,3352,0.016,0.062
2,,184.969,,,,3353,0,0.063
1,,185.031,,,,3354,0,0.062
1,,185.063,,,,3355,0,0.032
2,,185.109,,,,3356,0.016,0.046
2,,185.172,,,,3357,0,0.063
2,,185.234,,,,3358,0,0.062
1,,185.297,,,,3359,0,0.063
1,,185.328,,,,3360,0,0.031
2,,185.375,,,,3361,0.015,0.047
2,,185.438,,,,3362,0,0.063
2,,185.5,,,,3363,0,0.062
1,,185.563,,,,3364,0,0.063
2,,185.609,,,,3365,0,0.046
2,,185.672,,,,3366,0.016,0.063
2,,185.734,,,,3367,0.031,0.062
1,,185.797,,,,3368,0,0.063
1,,185.828,,,,3369,0,0.031
1,,185.859,,,,3370,0.016,0.031
2,,185.906,,,,3371,0,0.047
2,,185.969,,,,3372,0,0.063
1,,186.031,,,,3373,0,0.062
1,,186.063,,,,3374,0,0.032
1,,186.094,,,,3375,0.015,0.031
1,,186.125,,,,3376,0,0.031
1,,186.156,,,,3377,0,0.031
2,,186.203,,,,3378,0,0.047
1,,186.266,,,,3379,0.016,0.063
1,,186.297,,,,3380,0,0.031
1,,186.328,,,,3381,0,0.031
1,,186.359,,,,3382,0,0.031
2,,186.406,,,,3383,0,0.047
2,,186.469,,,,3384,0.016,0.063
1,,186.531,,,,3385,0,0.062
1,,186.563,,,,3386,0,0.032
2,,186.609,,,,3387,0,0.046
2,,186.672,,,,3388,0,0.063
2,,186.734,,,,3389,0.015,0.062
1,,186.797,,,,3390,0.031,0.063
1,,186.828,,,,3391,0,0.031
1,,186.859,,,,3392,0,0.031
1,,186.891,,,,3393,0.016,0.032
2,,186.938,,,,3394,0,0.047
2,,187,,,,3395,0,0.062
2,,187.078,,,,3396,0,0.078
2,,187.141,,,,3397,0,0.063
2,,187.203,,,,3398,0.016,0.062
1,,187.266,,,,3399,0,0.063
2,,187.313,,,,3400,0,0.047
2,,187.375,,,,3401,0,0.062
2,,187.438,,,,3402,0.015,0.063
2,,187.5,,,,3403,0,0.062
1,,187.563,,,,3404,0,0.063
1,,187.594,,,,3405,0,0.031
2,,187.641,,,,3406,0,0.047
2,,187.703,,,,3407,0.016,0.062
1,,187.766,,,,3408,0.031,0.063
1,,187.797,,,,3409,0,0.031
1,,187.828,,,,3410,0,0.031
2,,187.875,,,,3411,0,0.047
2,,187.938,,,,3412,0.016,0.063
2,,188,,,,3413,0,0.062
1,,188.063,,,,3414,0,0.063
2,,188.109,,,,3415,0,0.046
2,,188.172,,,,3416,0,0.063
2,,188.234,,,,3417,0.015,0.062
1,,188.297,,,,3418,0,0.063
1,,188.328,,,,3419,0,0.031
1,,188.359,,,,3420,0,0.031
1,,188.391,,,,3421,0.016,0.032
2,,188.438,,,,3422,0,0.047
2,,188.5,,,,3423,0,0.062
1,,188.563,,,,3424,0,0.063
1,,188.594,,,,3425,0,0.031
1,,188.625,,,,3426,0.016,0.031
2,,188.672,,,,3427,0,0.047
2,,188.734,,,,3428,0,0.062
1,,188.797,,,,3429,0,0.063
1,,188.828,,,,3430,0.015,0.031
1,,188.859,,,,3431,0.032,0.031
1,,188.891,,,,3432,0,0.032
2,,188.938,,,,3433,0,0.047
2,,189,,,,3434,0.015,0.062
1,,189.063,,,,3435,0,0.063
1,,189.094,,,,3436,0,0.031
1,,189.125,,,,3437,0,0.031
1,,189.156,,,,3438,0,0.031
2,,189.203,,,,3439,0.016,0.047
1,,189.266,,,,3440,0,0.063
1,,189.297,,,,3441,0,0.031
2,,189.344,,,,3442,0,0.047
2,,189.406,,,,3443,0.015,0.062
2,,189.469,,,,3444,0,0.063
1,,189.531,,,,3445,0,0.062
1,,189.563,,,,3446,0,0.032
2,,189.609,,,,3447,0,0.046
2,,189.672,,,,3448,0.016,0.063
2,,189.734,,,,3449,0.031,0.062
1,,189.797,,,,3450,0,0.063
2,,189.844,,,,3451,0,0.047
2,,189.906,,,,3452,0,0.062
2,,189.969,,,,3453,0.016,0.063
1,,190.031,,,,3454,0,0.062
1,,190.063,,,,3455,0,0.032
1,,190.094,,,,3456,0,0.031
2,,190.141,,,,3457,0.016,0.047
2,,190.203,,,,3458,0,0.062
1,,190.266,,,,3459,0,0.063
1,,190.297,,,,3460,0,0.031
1,,190.328,,,,3461,0,0.031
2,,190.375,,,,3462,0.015,0.047
2,,190.438,,,,3463,0,0.063
2,,190.5,,,,3464,0,0.062
1,,190.563,,,,3465,0,0.063
1,,190.594,,,,3466,0.016,0.031
2,,190.641,,,,3467,0.031,0.047
2,,190.719,,,,3468,0,0.078
2,,190.781,,,,3469,0,0.062
2,,190.844,,,,3470,0,0.063
2,,190.906,,,,3471,0.016,0.062
2,,190.969,,,,3472,0,0.063
2,,191.047,,,,3473,0,0.078
2,,191.109,,,,3474,0,0.062
2,,191.172,,,,3475,0.015,0.063
2,,191.234,,,,3476,0,0.062
1,,191.297,,,,3477,0,0.063
1,,191.328,,,,3478,0,0.031
2,,191.375,,,,3479,0,0.047
2,,191.438,,,,3480,0.016,0.063
2,,191.5,,,,3481,0,0.062
1,,191.563,,,,3482,0,0.063
1,,191.594,,,,3483,0,0.031
1,,191.625,,,,3484,0,0.031
2,,191.672,,,,3485,0.016,0.047
2,,191.734,,,,3486,0,0.062
1,,191.797,,,,3487,0,0.063
1,,191.828,,,,3488,0,0.031
1,,191.859,,,,3489,0.015,0.031
2,,191.906,,,,3490,0.031,0.047
2,,191.969,,,,3491,0,0.063
1,,192.031,,,,3492,0,0.062
1,,192.063,,,,3493,0,0.032
1,,192.094,,,,3494,0.016,0.031
1,,192.125,,,,3495,0,0.031
1,,192.156,,,,3496,0,0.031
2,,192.203,,,,3497,0,0.047
1,,192.266,,,,3498,0,0.063
2,,192.313,,,,3499,0.016,0.047
2,,192.375,,,,3500,0,0.062
2,,192.453,,,,3501,0,0.078
2,,192.516,,,,3502,0,0.063
2,,192.578,,,,3503,0,0.062
2,,192.656,,,,3504,0.015,0.078
2,,192.719,,,,3505,0,0.063
2,,192.797,,,,3506,0,0.078
2,,192.859,,,,3507,0,0.062
2,,192.922,,,,3508,0.016,0.063
2,,192.984,,,,3509,0.031,0.062
2,,193.063,,,,3510,0,0.079
2,,193.125,,,,3511,0,0.062
2,,193.188,,,,3512,0,0.063
2,,193.266,,,,3513,0.016,0.078
2,,193.328,,,,3514,0,0.062
3,,193.406,,,,3515,0,0.078
3,,193.5,,,,3516,0,0.094
2,,193.594,,,,3517,0.015,0.094
2,,193.656,,,,3518,0,0.062
3,,193.734,,,,3519,0,0.078
2,,193.828,,,,3520,0,0.094
2,,193.891,,,,3521,0,0.063
3,,193.969,,,,3522,0.016,0.078
2,,194.063,,,,3523,0,0.094
2,,194.125,,,,3524,0,0.062
2,,194.188,,,,3525,0,0.063
2,,194.25,,,,3526,0,0.062
2,,194.313,,,,3527,0.016,0.063
2,,194.375,,,,3528,0,0.062
2,,194.453,,,,3529,0,0.078
2,,194.516,,,,3530,0,0.063
2,,194.578,,,,3531,0.015,0.062
2,,194.641,,,,3532,0.032,0.063
2,,194.703,,,,3533,0,0.062
2,,194.781,,,,3534,0.015,0.078
2,,194.844,,,,3535,0,0.063
2,,194.906,,,,3536,0,0.062
2,,194.969,,,,3537,0,0.063
1,,195.031,,,,3538,0.016,0.062
1,,195.063,,,,3539,0,0.032
2,,195.109,,,,3540,0,0.046
2,,195.188,,,,3541,0,0.079
2,,195.25,,,,3542,0,0.062
2,,195.313,,,,3543,0.015,0.063
2,,195.375,,,,3544,0,0.062
2,,195.438,,,,3545,0,0.063
2,,195.5,,,,3546,0,0.062
2,,195.578,,,,3547,0.016,0.078
2,,195.641,,,,3548,0.031,0.063
2,,195.703,,,,3549,0,0.062
1,,195.766,,,,3550,0,0.063
1,,195.797,,,,3551,0,0.031
1,,195.828,,,,3552,0.016,0.031
2,,195.875,,,,3553,0,0.047
2,,195.938,,,,3554,0,0.063
2,,196,,,,3555,0,0.062
1,,196.063,,,,3556,0.016,0.063
2,,196.109,,,,3557,0,0.046
2,,196.172,,,,3558,0,0.063
2,,196.234,,,,3559,0,0.062
1,,196.297,,,,3560,0,0.063
1,,196.328,,,,3561,0.015,0.031
1,,196.359,,,,3562,0,0.031
2,,196.406,,,,3563,0,0.047
2,,196.469,,,,3564,0,0.063
1,,196.531,,,,3565,0,0.062
1,,196.563,,,,3566,0.016,0.032
2,,196.609,,,,3567,0.031,0.046
2,,196.672,,,,3568,0,0.063
2,,196.734,,,,3569,0,0.062
1,,196.797,,,,3570,0,0.063
1,,196.828,,,,3571,0.016,0.031
2,,196.875,,,,3572,0,0.047
2,,196.938,,,,3573,0,0.063
2,,197,,,,3574,0,0.062
1,,197.063,,,,3575,0.015,0.063
2,,197.109,,,,3576,0,0.046
2,,197.172,,,,3577,0,0.063
2,,197.234,,,,3578,0,0.062
1,,197.297,,,,3579,0,0.063
1,,197.328,,,,3580,0.016,0.031
2,,197.375,,,,3581,0,0.047
2,,197.438,,,,3582,0,0.063
2,,197.5,,,,3583,0,0.062
1,,197.563,,,,3584,0,0.063
1,,197.594,,,,3585,0.016,0.031
1,,197.625,,,,3586,0,0.031
2,,197.672,,,,3587,0,0.047
2,,197.734,,,,3588,0,0.062
1,,197.797,,,,3589,0.015,0.063
1,,197.828,,,,3590,0.031,0.031
1,,197.859,,,,3591,0,0.031
1,,197.891,,,,3592,0,0.032
2,,197.938,,,,3593,0,0.047
2,,198,,,,3594,0.016,0.062
1,,198.063,,,,3595,0,0.063
1,,198.094,,,,3596,0,0.031
2,,198.141,,,,3597,0,0.047
2,,198.203,,,,3598,0.016,0.062
1,,198.266,,,,3599,0,0.063
1,,198.297,,,,3600,0,0.031
1,,198.328,,,,3601,0,0.031
1,,198.359,,,,3602,0,0.031
2,,198.406,,,,3603,0.015,0.047
2,,198.469,,,,3604,0,0.063
1,,198.531,,,,3605,0,0.062
1,,198.563,,,,3606,0,0.032
1,,198.594,,,,3607,0.016,0.031
2,,198.641,,,,3608,0.047,0.047
2,,198.703,,,,3609,0,0.062
1,,198.766,,,,3610,0,0.063
1,,198.797,,,,3611,0,0.031
1,,198.828,,,,3612,0.015,0.031
1,,198.859,,,,3613,0,0.031
2,,198.906,,,,3614,0,0.047
2,,198.969,,,,3615,0,0.063
1,,199.031,,,,3616,0.016,0.062
1,,199.063,,,,3617,0,0.032
1,,199.094,,,,3618,0,0.031
2,,199.141,,,,3619,0,0.047
2,,199.203,,,,3620,0,0.062
1,,199.266,,,,3621,0.016,0.063
1,,199.297,,,,3622,0,0.031
1,,199.328,,,,3623,0,0.031
2,,199.375,,,,3624,0,0.047
2,,199.438,,,,3625,0.015,0.063
2,,199.5,,,,3626,0.032,0.062
1,,199.563,,,,3627,0,0.063
1,,199.594,,,,3628,0,0.031
1,,199.625,,,,3629,0,0.031
2,,199.672,,,,3630,0.015,0.047
2,,199.734,,,,3631,0,0.062
1,,199.797,,,,3632,0,0.063
1,,199.828,,,,3633,0,0.031
1,,199.859,,,,3634,0.016,0.031
2,,199.906,,,,3635,0,0.047
2,,199.969,,,,3636,0,0.063
1,,200.031,,,,3637,0,0.062
1,,200.063,,,,3638,0,0.032
1,,200.094,,,,3639,0.015,0.031
1,,200.125,,,,3640,0,0.031
2,,200.172,,,,3641,0,0.047
2,,200.234,,,,3642,0,0.062
1,,200.297,,,,3643,0.016,0.063
1,,200.328,,,,3644,0.031,0.031
1,,200.359,,,,3645,0,0.031
2,,200.406,,,,3646,0,0.047
2,,200.469,,,,3647,0.016,0.063
1,,200.531,,,,3648,0,0.062
1,,200.563,,,,3649,0,0.032
1,,200.594,,,,3650,0,0.031
2,,200.641,,,,3651,0,0.047
2,,200.703,,,,3652,0.016,0.062
1,,200.766,,,,3653,0,0.063
1,,200.797,,,,3654,0,0.031
1,,200.828,,,,3655,0,0.031
2,,200.875,,,,3656,0,0.047
2,,200.938,,,,3657,0.015,0.063
2,,201,,,,3658,0,0.062
1,,201.063,,,,3659,0,0.063
2,,201.109,,,,3660,0,0.046
2,,201.172,,,,3661,0,0.063
2,,201.234,,,,3662,0.016,0.062
1,,201.297,,,,3663,0.031,0.063
1,,201.328,,,,3664,0,0.031
2,,201.375,,,,3665,0,0.047
2,,201.438,,,,3666,0.016,0.063
2,,201.5,,,,3667,0,0.062
1,,201.563,,,,3668,0,0.063
2,,201.609,,,,3669,0,0.046
2,,201.672,,,,3670,0,0.063
2,,201.734,,,,3671,0.015,0.062
1,,201.797,,,,3672,0,0.063
1,,201.828,,,,3673,0,0.031
1,,201.859,,,,3674,0,0.031
2,,201.906,,,,3675,0,0.047
2,,201.969,,,,3676,0.016,0.063
1,,202.031,,,,3677,0,0.062
1,,202.063,,,,3678,0,0.032
1,,202.094,,,,3679,0,0.031
1,,202.125,,,,3680,0.016,0.031
2,,202.172,,,,3681,0,0.047
2,,202.234,,,,3682,0,0.062
1,,202.297,,,,3683,0,0.063
1,,202.328,,,,3684,0,0.031
2,,202.375,,,,3685,0.015,0.047
2,,202.438,,,,3686,0.031,0.063
2,,202.5,,,,3687,0,0.062
1,,202.563,,,,3688,0,0.063
1,,202.594,,,,3689,0,0.031
2,,202.641,,,,3690,0.016,0.047
2,,202.703,,,,3691,0,0.062
1,,202.766,,,,3692,0,0.063
1,,202.797,,,,3693,0,0.031
1,,202.828,,,,3694,0.016,0.031
2,,202.875,,,,3695,0,0.047
2,,202.938,,,,3696,0,0.063
2,,203,,,,3697,0,0.062
1,,203.063,,,,3698,0,0.063
1,,203.094,,,,3699,0.015,0.031
1,,203.125,,,,3700,0,0.031
1,,203.156,,,,3701,0,0.031
1,,203.188,,,,3702,0,0.032
2,,203.234,,,,3703,0,0.046
1,,203.297,,,,3704,0.016,0.063
1,,203.328,,,,3705,0.031,0.031
1,,203.359,,,,3706,0,0.031
1,,203.391,,,,3707,0.016,0.032
2,,203.438,,,,3708,0,0.047
2,,203.5,,,,3709,0,0.062
1,,203.563,,,,3710,0,0.063
1,,203.594,,,,3711,0,0.031
1,,203.625,,,,3712,0.015,0.031
2,,203.672,,,,3713,0,0.047
2,,203.734,,,,3714,0,0.062
1,,203.797,,,,3715,0,0.063
1,,203.828,,,,3716,0.016,0.031
1,,203.859,,,,3717,0,0.031
1,,203.891,,,,3718,0,0.032
2,,203.938,,,,3719,0,0.047
2,,204,,,,3720,0,0.062
1,,204.063,,,,3721,0.016,0.063
1,,204.094,,,,3722,0,0.031
1,,204.125,,,,3723,0,0.031
1,,204.156,,,,3724,0,0.031
2,,204.203,,,,3725,0,0.047
1,,204.266,,,,3726,0.015,0.063
1,,204.297,,,,3727,0.032,0.031
1,,204.328,,,,3728,0,0.031
1,,204.359,,,,3729,0,0.031
2,,204.406,,,,3730,0,0.047
2,,204.469,,,,3731,0.015,0.063
1,,204.531,,,,3732,0,0.062
1,,204.563,,,,3733,0,0.032
2,,204.609,,,,3734,0,0.046
2,,204.672,,,,3735,0.016,0.063
2,,204.734,,,,3736,0,0.062
1,,204.797,,,,3737,0,0.063
1,,204.828,,,,3738,0,0.031
2,,204.875,,,,3739,0,0.047
2,,204.938,,,,3740,0.015,0.063
2,,205,,,,3741,0,0.062
1,,205.063,,,,3742,0,0.063
1,,205.094,,,,3743,0,0.031
1,,205.125,,,,3744,0,0.031
2,,205.172,,,,3745,0.016,0.047
2,,205.234,,,,3746,0.031,0.062
1,,205.297,,,,3747,0,0.063
2,,205.344,,,,3748,0.016,0.047
2,,205.406,,,,3749,0,0.062
2,,205.469,,,,3750,0,0.063
1,,205.531,,,,3751,0,0.062
2,,205.578,,,,3752,0.016,0.047
2,,205.641,,,,3753,0,0.063
2,,205.703,,,,3754,0,0.062
1,,205.766,,,,3755,0,0.063
1,,205.797,,,,3756,0,0.031
1,,205.828,,,,3757,0.015,0.031
2,,205.875,,,,3758,0,0.047
2,,205.938,,,,3759,0,0.063
2,,206,,,,3760,0,0.062
1,,206.063,,,,3761,0,0.063
1,,206.094,,,,3762,0.016,0.031
2,,206.141,,,,3763,0.031,0.047
2,,206.203,,,,3764,0,0.062
1,,206.266,,,,3765,0,0.063
1,,206.297,,,,3766,0,0.031
1,,206.328,,,,3767,0.016,0.031
2,,206.375,,,,3768,0,0.047
2,,206.438,,,,3769,0,0.063
2,,206.5,,,,3770,0,0.062
1,,206.563,,,,3771,0.015,0.063
2,,206.609,,,,3772,0,0.046
2,,206.672,,,,3773,0,0.063
2,,206.734,,,,3774,0,0.062
1,,206.797,,,,3775,0,0.063
1,,206.828,,,,3776,0.016,0.031
1,,206.859,,,,3777,0,0.031
2,,206.906,,,,3778,0,0.047
2,,206.969,,,,3779,0,0.063
1,,207.031,,,,3780,0,0.062
1,,207.063,,,,3781,0.016,0.032
1,,207.094,,,,3782,0,0.031
1,,207.125,,,,3783,0,0.031
2,,207.172,,,,3784,0,0.047
2,,207.234,,,,3785,0.015,0.062
1,,207.297,,,,3786,0.031,0.063
1,,207.328,,,,3787,0,0.031
2,,207.375,,,,3788,0,0.047
2,,207.438,,,,3789,0.016,0.063
2,,207.5,,,,3790,0,0.062
1,,207.563,,,,3791,0,0.063
2,,207.609,,,,3792,0,0.046
2,,207.672,,,,3793,0,0.063
2,,207.734,,,,3794,0.016,0.062
1,,207.797,,,,3795,0,0.063
1,,207.828,,,,3796,0,0.031
1,,207.859,,,,3797,0,0.031
2,,207.906,,,,3798,0,0.047
2,,207.969,,,,3799,0.015,0.063
1,,208.031,,,,3800,0,0.062
1,,208.063,,,,3801,0,0.032
1,,208.094,,,,3802,0,0.031
1,,208.125,,,,3803,0.016,0.031
1,,208.156,,,,3804,0.031,0.031
2,,208.203,,,,3805,0,0.047
1,,208.266,,,,3806,0,0.063
1,,208.297,,,,3807,0,0.031
1,,208.328,,,,3808,0.016,0.031
1,,208.359,,,,3809,0,0.031
2,,208.406,,,,3810,0,0.047
2,,208.469,,,,3811,0,0.063
1,,208.531,,,,3812,0.015,0.062
1,,208.563,,,,3813,0,0.032
2,,208.609,,,,3814,0,0.046
2,,208.672,,,,3815,0,0.063
2,,208.734,,,,3816,0,0.062
1,,208.797,,,,3817,0.016,0.063
1,,208.828,,,,3818,0,0.031
2,,208.875,,,,3819,0,0.047
2,,208.938,,,,3820,0,0.063
2,,209.016,,,,3821,0,0.078
2,,209.078,,,,3822,0.016,0.062
2,,209.141,,,,3823,0,0.063
2,,209.203,,,,3824,0,0.062
1,,209.266,,,,3825,0,0.063
1,,209.297,,,,3826,0.015,0.031
2,,209.344,,,,3827,0.032,0.047
2,,209.406,,,,3828,0,0.062
2,,209.469,,,,3829,0,0.063
1,,209.531,,,,3830,0,0.062
1,,209.563,,,,3831,0.015,0.032
1,,209.594,,,,3832,0,0.031
2,,209.641,,,,3833,0,0.047
2,,209.703,,,,3834,0,0.062
1,,209.766,,,,3835,0.016,0.063
1,,209.797,,,,3836,0,0.031
2,,209.844,,,,3837,0,0.047
2,,209.906,,,,3838,0,0.062
2,,209.969,,,,3839,0,0.063
1,,210.031,,,,3840,0.015,0.062
1,,210.063,,,,3841,0,0.032
1,,210.094,,,,3842,0,0.031
2,,210.141,,,,3843,0,0.047
2,,210.203,,,,3844,0,0.062
1,,210.266,,,,3845,0.016,0.063
1,,210.297,,,,3846,0.031,0.031
1,,210.328,,,,3847,0,0.031
2,,210.375,,,,3848,0,0.047
2,,210.438,,,,3849,0.016,0.063
2,,210.5,,,,3850,0,0.062
1,,210.563,,,,3851,0,0.063
1,,210.594,,,,3852,0,0.031
