Total Run Time,10.047,Early Exit, false
Number of Particles of Type 1,100
Number of Particles of Type 2,100
Number of Particles of Type 3,100
Number of Particles of Type 4,0
Number of Updates,Frame Time,TotalTime,
0,0.016,0.016,
0,0.015,0.031,
0,0,0.031,
0,0,0.031,
0,0,0.031,
0,0,0.031,
1,0.016,0.047,
1,0.031,0.078,
1,0.031,0.109,
1,0.047,0.156,
1,0.032,0.188,
2,0.046,0.234,
2,0.079,0.313,
2,0.062,0.375,
3,0.094,0.469,
3,0.125,0.594,
4,0.109,0.703,
4,0.141,0.844,
5,0.172,1.016,
5,0.172,1.188,
5,0.171,1.359,
5,0.172,1.531,
6,0.188,1.719,
6,0.203,1.922,
7,0.219,2.141,
7,0.234,2.375,
6,0.219,2.594,
6,0.203,2.797,
7,0.203,3,
7,0.234,3.234,
6,0.219,3.453,
6,0.203,3.656,
6,0.188,3.844,
6,0.203,4.047,
6,0.187,4.234,
6,0.204,4.438,
5,0.187,4.625,
5,0.156,4.781,
5,0.172,4.953,
5,0.156,5.109,
5,0.172,5.281,
5,0.157,5.438,
5,0.171,5.609,
4,0.157,5.766,
5,0.14,5.906,
4,0.157,6.063,
4,0.125,6.188,
4,0.14,6.328,
4,0.125,6.453,
4,0.125,6.578,
4,0.125,6.703,
4,0.141,6.844,
4,0.14,6.984,
4,0.125,7.109,
4,0.125,7.234,
4,0.141,7.375,
4,0.125,7.5,
3,0.125,7.625,
3,0.094,7.719,
3,0.094,7.813,
3,0.109,7.922,
3,0.094,8.016,
3,0.093,8.109,
3,0.094,8.203,
2,0.094,8.297,
3,0.078,8.375,
3,0.094,8.469,
2,0.094,8.563,
3,0.078,8.641,
3,0.093,8.734,
2,0.094,8.828,
2,0.063,8.891,
3,0.078,8.969,
2,0.094,9.063,
3,0.078,9.141,
3,0.093,9.234,
2,0.094,9.328,
3,0.078,9.406,
3,0.094,9.5,
2,0.094,9.594,
2,0.062,9.656,
2,0.063,9.719,
2,0.078,9.797,
2,0.062,9.859,
2,0.063,9.922,
2,0.062,9.984,
2,0.063,10.047,
