Total Run Time,10.063,Early Exit, false
Number of Particles of Type 1,300
Number of Particles of Type 2,0
Number of Particles of Type 3,0
Number of Particles of Type 4,0
Number of Updates,Frame Time,TotalTime,
0,0.016,0.016,
0,0.016,0.032,
0,0,0.032,
0,0,0.032,
0,0,0.032,
0,0,0.032,
1,0.015,0.047,
1,0.031,0.078,
1,0.047,0.125,
1,0.032,0.157,
1,0.031,0.188,
2,0.047,0.235,
2,0.078,0.313,
2,0.078,0.391,
2,0.062,0.453,
2,0.079,0.532,
3,0.078,0.61,
3,0.109,0.719,
4,0.125,0.844,
5,0.156,1,
4,0.157,1.157,
4,0.14,1.297,
4,0.125,1.422,
4,0.141,1.563,
4,0.125,1.688,
4,0.125,1.813,
4,0.125,1.938,
4,0.14,2.078,
4,0.125,2.203,
3,0.125,2.328,
3,0.094,2.422,
3,0.11,2.532,
3,0.093,2.625,
3,0.094,2.719,
3,0.094,2.813,
3,0.109,2.922,
3,0.094,3.016,
3,0.094,3.11,
3,0.093,3.203,
3,0.11,3.313,
3,0.094,3.407,
3,0.093,3.5,
2,0.094,3.594,
2,0.063,3.657,
3,0.078,3.735,
2,0.093,3.828,
2,0.063,3.891,
2,0.062,3.953,
2,0.063,4.016,
2,0.062,4.078,
2,0.079,4.157,
2,0.062,4.219,
2,0.063,4.282,
2,0.078,4.36,
2,0.062,4.422,
2,0.063,4.485,
2,0.062,4.547,
2,0.063,4.61,
2,0.078,4.688,
2,0.062,4.75,
2,0.063,4.813,
2,0.062,4.875,
2,0.063,4.938,
2,0.062,5,
2,0.078,5.078,
2,0.063,5.141,
2,0.062,5.203,
2,0.079,5.282,
2,0.062,5.344,
2,0.063,5.407,
2,0.062,5.469,
1,0.063,5.532,
1,0.031,5.563,
2,0.047,5.61,
2,0.062,5.672,
2,0.063,5.735,
1,0.062,5.797,
2,0.047,5.844,
2,0.063,5.907,
2,0.062,5.969,
1,0.063,6.032,
1,0.031,6.063,
1,0.031,6.094,
2,0.063,6.157,
2,0.062,6.219,
2,0.063,6.282,
2,0.062,6.344,
2,0.078,6.422,
2,0.063,6.485,
2,0.062,6.547,
2,0.063,6.61,
2,0.062,6.672,
2,0.063,6.735,
2,0.078,6.813,
2,0.062,6.875,
2,0.063,6.938,
2,0.062,7,
1,0.063,7.063,
2,0.047,7.11,
2,0.062,7.172,
2,0.063,7.235,
1,0.062,7.297,
1,0.031,7.328,
1,0.032,7.36,
2,0.047,7.407,
2,0.062,7.469,
1,0.063,7.532,
2,0.046,7.578,
2,0.063,7.641,
2,0.062,7.703,
1,0.063,7.766,
2,0.047,7.813,
2,0.062,7.875,
2,0.063,7.938,
2,0.062,8,
1,0.063,8.063,
1,0.031,8.094,
2,0.047,8.141,
2,0.062,8.203,
1,0.063,8.266,
1,0.031,8.297,
2,0.047,8.344,
2,0.063,8.407,
2,0.062,8.469,
1,0.063,8.532,
2,0.046,8.578,
2,0.063,8.641,
2,0.062,8.703,
1,0.063,8.766,
1,0.031,8.797,
1,0.031,8.828,
2,0.047,8.875,
2,0.063,8.938,
2,0.062,9,
1,0.063,9.063,
1,0.031,9.094,
1,0.031,9.125,
2,0.047,9.172,
2,0.063,9.235,
1,0.062,9.297,
1,0.031,9.328,
1,0.032,9.36,
1,0.031,9.391,
2,0.047,9.438,
2,0.062,9.5,
1,0.063,9.563,
1,0.031,9.594,
2,0.047,9.641,
2,0.062,9.703,
1,0.063,9.766,
1,0.031,9.797,
1,0.031,9.828,
2,0.047,9.875,
2,0.063,9.938,
2,0.062,10,
1,0.063,10.063,
