Total Run Time,5.859,Early Exit, true
Number of Particles of Type 1,300
Number of Particles of Type 2,0
Number of Particles of Type 3,0
Number of Particles of Type 4,0
Number of Updates,Frame Time,TotalTime,
0,0,0,
0,0.016,0.016,
0,0,0.016,
0,0,0.016,
0,0,0.016,
0,0,0.016,
0,0,0.016,
1,0.015,0.031,
2,0.032,0.063,
5,0.078,0.141,
10,0.172,0.313,
23,0.375,0.688,
48,0.796,1.484,
90,1.5,2.984,
-1,2.875,5.859,
