Total Run Time,7.75,Early Exit, true
Number of Particles of Type 1,200
Number of Particles of Type 2,200
Number of Particles of Type 3,0
Number of Particles of Type 4,0
Number of Updates,Frame Time,TotalTime,
0,0.015,0.015,
0,0,0.015,
0,0,0.015,
0,0.016,0.031,
0,0,0.031,
0,0,0.031,
0,0,0.031,
0,0,0.031,
0,0,0.031,
0,0,0.031,
0,0,0.031,
1,0.016,0.047,
2,0.062,0.109,
4,0.125,0.234,
7,0.235,0.469,
12,0.421,0.89,
22,0.719,1.609,
36,1.203,2.812,
57,1.907,4.719,
-1,3.031,7.75,
