Total Run Time,10.062,Early Exit, false
Number of Particles of Type 1,150
Number of Particles of Type 2,150
Number of Particles of Type 3,0
Number of Particles of Type 4,0
Number of Updates,Frame Time,TotalTime,
0,0.016,0.016,
0,0.015,0.031,
0,0,0.031,
0,0,0.031,
0,0,0.031,
1,0.016,0.047,
1,0.031,0.078,
1,0.047,0.125,
1,0.031,0.156,
2,0.047,0.203,
2,0.094,0.297,
3,0.078,0.375,
3,0.109,0.484,
3,0.11,0.594,
3,0.093,0.687,
4,0.125,0.812,
5,0.172,0.984,
6,0.203,1.187,
7,0.235,1.422,
8,0.265,1.687,
8,0.266,1.953,
8,0.266,2.219,
8,0.265,2.484,
8,0.266,2.75,
8,0.266,3.016,
7,0.25,3.266,
7,0.218,3.484,
7,0.219,3.703,
7,0.234,3.937,
6,0.219,4.156,
6,0.203,4.359,
6,0.188,4.547,
6,0.187,4.734,
6,0.203,4.937,
5,0.188,5.125,
5,0.156,5.281,
5,0.156,5.437,
5,0.172,5.609,
4,0.157,5.766,
5,0.14,5.906,
4,0.156,6.062,
4,0.125,6.187,
4,0.141,6.328,
4,0.125,6.453,
4,0.125,6.578,
4,0.141,6.719,
4,0.125,6.844,
4,0.125,6.969,
3,0.125,7.094,
3,0.093,7.187,
3,0.11,7.297,
3,0.094,7.391,
3,0.093,7.484,
3,0.094,7.578,
3,0.109,7.687,
3,0.094,7.781,
3,0.094,7.875,
3,0.094,7.969,
3,0.109,8.078,
3,0.094,8.172,
2,0.094,8.266,
2,0.062,8.328,
3,0.078,8.406,
3,0.094,8.5,
2,0.094,8.594,
3,0.078,8.672,
2,0.094,8.766,
2,0.062,8.828,
2,0.063,8.891,
2,0.062,8.953,
2,0.078,9.031,
2,0.063,9.094,
2,0.062,9.156,
2,0.063,9.219,
2,0.062,9.281,
2,0.078,9.359,
2,0.063,9.422,
3,0.078,9.5,
2,0.094,9.594,
2,0.062,9.656,
2,0.063,9.719,
2,0.078,9.797,
2,0.062,9.859,
2,0.063,9.922,
2,0.062,9.984,
2,0.078,10.062,
